service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
ANUM:ANEO306:306:306SUARR0325:I:30,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:32,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:34,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:36,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:38,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:40,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:42,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:44,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:46,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:48,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO306:306:306SUARR0325:I:50,0,0,0,0,0,0,1,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:1,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:3,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:5,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:8,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:9,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:11,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:13,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:15,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:18,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:19,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:21,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:24,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:25,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:27,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:30,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:31,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:33,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:36,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:37,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:39,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:42,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:43,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:45,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:48,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:49,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:51,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:53,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:55,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:57,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:59,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:61,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:63,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:65,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:67,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:69,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:71,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:73,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:75,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:77,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:79,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:O:81,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:1,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:2,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:4,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:6,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:8,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:10,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:12,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:14,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:16,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:18,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:20,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:22,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:24,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:26,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:28,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:30,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:32,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:34,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:36,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:38,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:40,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:42,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:44,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:46,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:48,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:50,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:52,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:54,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:56,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:58,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:60,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:62,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:64,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:66,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:68,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:70,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:72,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:74,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:76,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:78,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:80,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306MFARR0325:I:82,1,1,1,1,1,0,0,20250831,20251223
ANUM:ANEO308:308:306SAARR0325:O:1,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO308:308:306SAARR0325:O:3,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO308:308:306SAARR0325:O:5,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO308:308:306SAARR0325:O:8,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO308:308:306SAARR0325:O:10,0,0,0,0,0,1,0,20250831,20251223
ANUM:ANEO308:308:306SAARR0325:O:11,0,0,0,0,0,1,0,20250831,20251223
