Depot,Allocated Depot,OperatingDepotCode,FleetNo,RegNumber,VehicleType Equinox,VehicleGroupDescription,VehicleAllocation,Branding,Service Specific Vehicle Type,Vehicle Class(HxGN),,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6079,NK62FHY,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6080,NK62FJE,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6081,NK62FKG,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6082,NK62FLF,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6083,NK13EJO,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6084,NL63XBS,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6085,NL63YHN,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6100,NL63YJD,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6149,LJ62KBY,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6150,LJ62KCU,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6151,LJ62KDV,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6152,LJ62KDZ,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6153,LJ62KLC,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6154,LJ62KLS,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6156,LJ62KXX,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6172,YN57FYP,Scania N270UD Omnidekka DC917 4HP592 10.8 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6173,YN57FYF,Scania N270UD Omnidekka DC917 4HP592 10.8 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6174,YN57FYG,Scania N270UD Omnidekka DC917 4HP592 10.8 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6175,YN57FYH,Scania N270UD Omnidekka DC917 4HP592 10.8 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6193,YX08FWE,Volvo B9TL Eclipse Gemini D9B 6AP1200B 10.4 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6194,YX08FWF,Volvo B9TL Eclipse Gemini D9B 6AP1200B 10.4 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6196,YX08FWH,Volvo B9TL Eclipse Gemini D9B 6AP1200B 10.4 4,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6220,LX59CZP,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6222,LX59CZT,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6223,LX59CZU,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6224,LX59CZV,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6225,LX59DDJ,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6226,LX60DXM,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6227,LX60DXO,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6228,LX60DXP,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6229,LX60DXR,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6230,LX60DXS,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6231,LX60DXT,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.4 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6315,NK67GMG,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6316,NK67GMO,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6317,NK67GMU,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6318,NK67GMV,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6319,NK67GMX,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6320,NK67GMY,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,SDD,SDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6321,NK67GMZ,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6322,NK67GNF,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6323,NK67GNJ,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6324,NK67GNN,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6325,NK67GNO,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6326,NK67GNP,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6327,NK67GNU,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6328,NK67GNV,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6329,NK67GNX,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6330,NK67GNY,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6352,YX70OKM,ADL Enviro 400 MMC Enviro 400 MMC ISBe6.7 6AP1203B 10.9 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6353,YX70OKN,ADL Enviro 400 MMC Enviro 400 MMC ISBe6.7 6AP1203B 10.9 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6354,YX70OKO,ADL Enviro 400 MMC Enviro 400 MMC ISBe6.7 6AP1203B 10.9 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6355,YX70OKP,ADL Enviro 400 MMC Enviro 400 MMC ISBe6.7 6AP1203B 10.9 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6356,NK20ELV,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6357,NK20ELW,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6358,NK20EMF,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6359,NK20EMJ,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6360,NK20EMV,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6361,NK70BYJ,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6362,NK70BYL,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6363,NK70BYN,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6377,NK70BYV,Wrightbus Streetdeck Streetdeck OM934 D854.6 11 6,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6944,LX57CHZ,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6945,LX57CJE,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Go North East Reserve Fleet,GNERF,6946,LX57CKF,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6947,LX57CKG,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6948,LX57CLY,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6951,LX08EBZ,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6952,LX08ECA,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6954,LX09FAJ,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6955,LX09FAK,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6956,LX09FAM,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Go North East Reserve Fleet,GNERF,6957,LX09FAO,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6958,LX09FAU,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6959,SN60BZB,ADL Enviro 400 Enviro 400 ISBe6 6HP1203B 10.1 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6960,SN60BZC,ADL Enviro 400 Enviro 400 ISBe6 6HP1203B 10.1 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6961,SN60BZD,ADL Enviro 400 Enviro 400 ISBe6 6HP1203B 10.1 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6962,SN60BZE,ADL Enviro 400 Enviro 400 ISBe6 6HP1203B 10.1 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6963,SN60BZF,ADL Enviro 400 Enviro 400 ISBe6 6HP1203B 10.1 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6964,SN60BZG,ADL Enviro 400 Enviro 400 ISBe6 6HP1203B 10.1 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6965,SN60BZH,ADL Enviro 400 Enviro 400 ISBe6 6HP1203B 10.1 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6966,SN60BZJ,ADL Enviro 400 Enviro 400 ISBe6 6HP1203B 10.1 5 EEV (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6967,LX06FKN,ADL Enviro 400 Enviro 400 ISBe4 D854.5E 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6970,LX58CXG,ADL Enviro 400 Olympus ISBe4 5HP502 10.3 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6973,LX58CXK,ADL Enviro 400 Olympus ISBe4 5HP502 10.3 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6974,LX58CWP,ADL Enviro 400 Olympus ISBe4 5HP502 10.3 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6975,LX58CXN,ADL Enviro 400 Olympus ISBe4 5HP502 10.3 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,6976,LX58CXP,ADL Enviro 400 Olympus ISBe4 5HP502 10.3 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8316,NK10GOJ,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8317,NK10GOP,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8318,NK10GOU,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8326,NK11GWX,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8327,NK11GWY,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8328,NK11HBC,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8801,ND70AFA,Yutong E10 E10 10.9,Single Deck - Electric,Stage Carriage,,SDE,SDE,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8802,ND70AET,Yutong E10 E10 10.9,Single Deck - Electric,Stage Carriage,,SDE,SDE,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8803,ND70AEU,Yutong E10 E10 10.9,Single Deck - Electric,Stage Carriage,,SDE,SDE,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8804,ND70AEV,Yutong E10 E10 10.9,Single Deck - Electric,Stage Carriage,,SDE,SDE,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8805,ND70AEW,Yutong E10 E10 10.9,Single Deck - Electric,Stage Carriage,,SDE,SDE,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8806,ND70AEX,Yutong E10 E10 10.9,Single Deck - Electric,Stage Carriage,,SDE,SDE,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8807,ND70AEY,Yutong E10 E10 10.9,Single Deck - Electric,Stage Carriage,,SDE,SDE,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8808,ND70AEZ,Yutong E10 E10 10.9,Single Deck - Electric,Stage Carriage,,SDE,SDE,,,,,,,
Gateshead Riverside,Gateshead Riverside,RIVE,8809,ND70AFK,Yutong E10 E10 10.9,Single Deck - Electric,Stage Carriage,,SDE,SDE,,,,,,,
,Gateshead Riverside,RIVE,6399,MA75EOR,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Gateshead Riverside,RIVE,6802,MA75CNN,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6804,MA75CNU,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6808,MA75CPE,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6809,MA75CPF,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6810,MA75CPK,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6811,MA75CPN,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6812,MA75CPO,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6813,MA75CPU,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6814,MA75CPV,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6817,MA75CRF,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6818,MA75CRJ,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6819,MA75CUG,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6820,MA75CUH,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6821,MA75CUJ,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6397,MA75EOO,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Gateshead Riverside,RIVE,6398,MA75EOP,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Gateshead Riverside,RIVE,6400,MA75EOS,Wrightbus Ultroliner,Double Decker,Stage Carriage,,DDD,,,,,,,,
,Gateshead Riverside,RIVE,6801,MA75CNK,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6803,MA75CNO,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6805,MA75CNV,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6806,MA75CNX,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6807,MA75CNZ,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6815,MA75CPX,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6816,MA75CPZ,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6822,MA75CUK,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6823,MA75CUO,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6824,MA75EOH,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
,Gateshead Riverside,RIVE,6825,MA75EOJ,Wrightbus Electroliner,Double Deck Electric,Stage Carriage,,DDE,,,,,,,,
Go North East Coach,Go North East Coach,NATX,7128,BX16CKL,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7132,BX16CLU,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7135,BV17GVF,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7136,BV17GVG,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7137,BV17GVJ,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7138,BM68AHA,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7139,BM68AHC,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
Go North East Coach,Go North East Coach,NATX,7140,BM68AHD,Volvo B11RT Levante D11K AT2412E 14.3 6,Coach,Scheduled Coach (National Express),Nat Ex,CD-NX,CD,,,,,,,
