Depot,Allocated Depot,OperatingDepotCode,FleetNo,RegNumber,VehicleType Equinox,VehicleGroupDescription,VehicleAllocation,Branding,Service Specific Vehicle Type,Vehicle Class(HxGN),,,,,,,
Go North East Reserve Fleet,,GNERF,6070,NK62CZL,Volvo B5LH Eclipse Gemini 2 D5F AT2412D 10.4 5 EEV,Double Deck - Hybrid,Stage Carriage,,DDH,DDHY,,,,,,,
Go North East Reserve Fleet,,GNERF,6126,GX03SUY,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6127,GX03SVA,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6129,GX03SVD,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6131,YN04GJE,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6132,YN04GJF,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6134,YN04GJU,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6135,YN04GJV,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6140,YN04GJJ,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6141,YN04GJY,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6142,YN04GJZ,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6143,YN04GKA,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6146,YN55NFE,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6147,YN05GZP,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6148,YN05GZR,Scania N94UD Omnidekka DC902 4HP592 10.8 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6162,YN04GJK,Scania N94UD Omnidekka DC902 4HP592 10.8 3 (SCRT Emissions Upgrade to Euro 5),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6163,YN54AOM,Scania N94UD Omnidekka DC902 4HP592 10.8 3 (SCRT Emissions Upgrade to Euro 5),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6164,YN54AOP,Scania N94UD Omnidekka DC902 4HP592 10.8 3 (SCRT Emissions Upgrade to Euro 5),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6165,YN54AOR,Scania N94UD Omnidekka DC902 4HP592 10.8 3 (SCRT Emissions Upgrade to Euro 5),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6166,YN54AOT,Scania N94UD Omnidekka DC902 4HP592 10.8 3 (SCRT Emissions Upgrade to Euro 5),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6167,YN56FFG,Scania N94UD Omnidekka DC902 5HP592 12 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6168,YN56FFH,Scania N94UD Omnidekka DC902 5HP592 12 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6169,YN56FFJ,Scania N94UD Omnidekka DC902 5HP592 12 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6171,YN56FFL,Scania N94UD Omnidekka DC902 5HP592 12 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6176,YN56FFS,Scania N94UD Omnidekka DC902 5HP592 12 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6178,SN57DFP,Volvo B9TL Eclipse Gemini 2 D9B 6AP1403B Ecolife 10.5 5 EEV,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6666,TESTVEH,Volvo B9R Levante D9B AT2412C 12.5 5,Coach,Stage Carriage,,CD,CD,,,,,,,
Go North East Reserve Fleet,,GNERF,6900,LF52ZNR,Volvo B7TL Eclipse Gemini D7C D863.3E 10.1 3,Double Decker,Private Hire,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6919,LX06ECD,Volvo B7TL Eclipse Gemini D7C D863.4E 10.1 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6920,LX54GYV,Volvo B7TL President D7C 5HP502 10 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6921,LX54GYW,Volvo B7TL President D7C 5HP502 10 3,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6935,X508EGK,Volvo B7TL President D7C 5HP502 10 2,Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6953,LX08ECC,ADL Enviro 400 Enviro 400 ISBe4 5HP502 10.1 4 (SCRT Emissions Upgrade to Euro 6),Double Decker,Stage Carriage,,DDD,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6997,LJ51DJZ,DAF DB250 Plaxton President ISBe4 DIWA851.3 10.5 6,Double Deck - Open Top,Stage Carriage,,DDD-OT,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6998,LJ51DKF,DAF DB250 Plaxton President ISBe4 DIWA851.3 10.5 6,Double Deck - Open Top,Stage Carriage,,DDD-OT,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,6999,LJ51DKV,DAF DB250 Plaxton President ISBe4 DIWA851.3 10.5 6,Double Deck - Open Top,Stage Carriage,,DDD-OT,DDD,,,,,,,
Go North East Reserve Fleet,,GNERF,7099,FJ08KMU,Scania K340EB Levante DC1210 6HP604 14.2 4,Coach,Contract Work,,CD,CD,,,,,,,
Go North East Reserve Fleet,,GNERF,7101,FJ08KNV,Scania K340EB Levante DC1210 6HP604 14.2 4,Coach,Contract Work,,CD,CD,,,,,,,
Go North East Reserve Fleet,,GNERF,7152,XL09NCL,Volvo B11R Elite Interdeck DC11C370 6AP2000B 15 5,Coach Interdeck,Scheduled Coach (Commercial Services),,CD,CD,,,,,,,
Go North East Reserve Fleet,,GNERF,8297,NK09FUV,Optare Versa V1110 Versa ISBe6 S2100 11.1 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8301,NK09FVB,Optare Versa V1110 Versa ISBe6 S2100 11.1 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8305,NK09FVF,Optare Versa V1110 Versa ISBe6 S2100 11.1 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8306,NK09FVG,Optare Versa V1110 Versa ISBe6 S2100 11.1 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8307,NK09FVH,Optare Versa V1110 Versa ISBe6 S2100 11.1 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8308,NK09FVJ,Optare Versa V1110 Versa ISBe6 S2100 11.1 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8309,NK09FVL,Optare Versa V1110 Versa ISBe6 S2100 11.1 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8310,NK10GNY,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8311,NK10GNZ,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8312,NK10GOA,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8319,NK11FXB,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8329,NK11HDN,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8331,NK11HJX,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8332,NK11HJC,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8333,NK11HJV,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8336,NK11HJG,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8337,NK11HKP,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8338,NK11HKT,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,8347,YD63UZN,Optare Versa V1110 Versa ISBe6 S2100 11.1 5,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,9052,KX58BGY,ADL Enviro 200 Enviro 200 ISBe4 S2000 8.9 4,Single Deck,Stage Carriage,,SDD,SDD,,,,,,,
Go North East Reserve Fleet,,GNERF,637,NK12HCD,Optare Solo SR Solo SR OM904LA S2100 9 5 (SCRT Emisssions Upgrade to Euro 6),Single Deck,Stage Carriage,,SDD,,,,,,,,
Go North East Reserve Fleet,,GNERF,8889 RENTAL,WV21XMA,Ancillary,Ancillary,Ancillary,,AND,AND,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
